Thoigian,Linh_vuc,Chuyen_muc,Dia_diem,Muc_do,Nguon_tin,Tin_bai,Tom_tat_noi_dung
27/12/2023,đất đai,"chính sách, quản lý",Khánh Hòa,4,Thanh niên,Vì sao Ngân hàng Thế giới hủy tài trợ dự án 10 triệu USD ở Khánh Hòa?,"Bà Carolyn Turk, Giám đốc Quốc gia tại Việt Nam khu vực Đông Á và Thái Bình Dương của WB, cho biết do chậm trễ đáng kể trong thực hiện thu hồi đất và tái định cư cho hợp phần này nói riêng và cho tiểu dự án Nha Trang nói chung, cả công tác giải phóng mặt bằng, tái định cư cũng như công tác thi công của hợp phần 2 đều không thể hoàn thành trước ngày kết thúc dự án"
27/12/2023,đất đai,"chính sách, quản lý",Hà Nội,4,Tiền Phong,56/57 chủ sử dụng nhà đồng thuận phương án thu hồi đất cho dự án trụ sở Bộ Công an.,"liên quan đến việc thực hiện dự án Trụ sở Bộ Công an số 44 Yết Kiêu, Hà Nội, UBND quận Hai Bà Trưng cho biết, đến nay 56/57 chủ sử dụng nhà, đất (64/65 thửa đất) đã đồng thuận với dự thảo phương án, đủ điều kiện để UBND quận ban hành quyết định thu hồi đất và phê duyệt phương án theo quy định."
27/12/2023,đất đai,"thực trạng, sai phạm",Quảng Bình,2,Dân Việt,Quảng Bình: Nhiều nhà xưởng mọc trái phép trên đất nhà ở.,"Về vấn đề này, ông Nguyễn Văn Ninh – Phó Chủ tịch UBND thị xã Ba Đồn (tỉnh Quảng Bình), cho biết tại khu nhà ở thương mại phường Quảng Phong không có khu vực nào được cấp phép xây dựng nhà xưởng, quá trình người dân sinh sống vừa ở vừa xây dựng nhà xưởng để kinh doanh. Chính quyền địa phương đang tuyên truyền và dùng biện pháp nghiêm cấm dần, trước mắt, yêu cầu họ đảm bảo vệ sinh môi trường, phòng cháy chữa cháy và an toàn trong vấn đề bốc xếp. Hiện, địa phương đang xây dựng lộ trình quy hoạch khu công nghiệp, khi đó, các kho bãi sẽ phải di dời ra khu vực đó,"
27/12/2023,đất đai,"thực trạng, sai phạm",Thanh Hóa,2,Kinh tế & Đô thị,Mua đất chiếm luôn đường giao thông.,"một cá nhân tại xã Đồng Lộc, huyện Hậu Lộc, Thanh Hoá đã tự ý xây tường rào vây quanh, chiếm dụng cả một con đường. Ngoài ra, người này còn cho san lấp gần 1.000m2 đất nông nghiệp để trồng cây lâu năm…trong suốt thời gian dài."
27/12/2023,đất đai,"thực trạng, sai phạm",Hà Nội,2,"Hànộimới,",Cần xử lý dứt điểm vi phạm đất đai tại đồng Lầu.,"người dân thôn 2, xã Lại Yên (huyện Hoài Đức) cho biết: Từ năm 2005 trở lại đây, tại xứ đồng Lầu, xã Lại Yên, bắt đầu xuất hiện những trường hợp đổ đất, tự ý chuyển đổi mục đích sử dụng từ đất nông nghiệp sang xây lều lán, chuồng trại để chăn nuôi, kinh doanh dịch vụ."
27/12/2023,đất đai,"chính sách, quản lý",Vĩnh Phúc,4,Xây dựng,Bình Xuyên (Vĩnh Phúc): Chuẩn bị cưỡng chế thu hồi đất phục vụ dự án chống ngập lụt.,"UBND huyện Bình Xuyên (Vĩnh Phúc) vừa ra quyết định cưỡng chế thu hồi đất đối với 2 hộ dân của thị trấn Hương Canh, để thực hiện dự án quản lý nguồn nước và ngập lụt Vĩnh Phúc."
27/12/2023,nước,"chính sách, quản lý",toàn quốc,4,Tin tức,Giảm thiểu nguy cơ thiếu nước trong mùa cạn năm 2024.,Bộ TN&MT vừa ban hành Công văn số 1070/BTNMT-TNN gửi các Bộ và các địa phương về việc thực hiện các giải pháp giảm thiểu nguy cơ thiếu nước cấp cho hạ du các lưu vực sông trong mùa cạn năm 2024.
27/12/2023,nước,"chính sách, quản lý",Đồng Nai,4,Sài Gòn Giải phóng,"Bảo vệ, khai thác bền vững.","nhiều năm trước, Chính phủ đã phê duyệt Chiến lược bảo vệ môi trường hệ thống sông Đồng Nai với nhiều giải pháp cụ thể để bảo vệ viên ngọc quý giá này. Nhờ đó, môi trường, cảnh quan dọc dòng sông này đã có cải thiện đáng kể nhưng vẫn chưa đủ. Theo nhiều chuyên gia, để gìn giữ, bảo vệ sông Đồng Nai cần nhiều nỗ lực hơn nữa, nhất là khi đã xác định đây là “xương sống” cho không gian phát triển đô thị cả vùng Đông Nam bộ. Ngoài việc cùng nhau bảo vệ chất lượng nguồn nước, các địa phương trong vùng nên ngồi lại để tính toán khai thác không gian dọc sông như thế nào cho hiệu quả, bền vững…"
27/12/2023,môi trường,"chính sách, quản lý",Cục Kiểm soát ô nhiễm môi trường,4,Quân đội Nhân dân,Cục Kiểm soát ô nhiễm môi trường tổng kết công tác năm 2023,"Ngày 26-12, Cục Kiểm soát ô nhiễm môi trường tổng kết công tác năm 2023"
27/12/2023,môi trường,"chính sách, quản lý",Cục Kiểm soát ô nhiễm môi trường,4,TN&MT,Bộ trưởng Đặng Quốc Khánh dự Hội nghị Tổng kết Cục Kiểm soát ô nhiễm môi trường,"Ngày 26-12, Cục Kiểm soát ô nhiễm môi trường tổng kết công tác năm 2023"
27/12/2023,môi trường,"chính sách, quản lý",Cục Kiểm soát ô nhiễm môi trường,4,VietNamPlus,"Diện mạo môi trường năm 2023: Ô nhiễm được kiểm soát, không để xảy ra sự cố","Quán triệt quan điểm “chuyển từ bị động giải quyết sang chủ động phòng ngừa kiểm soát trong bảo vệ môi trường,”"
27/12/2023,môi trường,"chính sách, quản lý",Quảng Trị,4,Môi trường & Đô thị,* Quảng Trị: Tăng cường công tác cấp giấy phép môi trường.,"UBND tỉnh Quảng Trị đã ban hành Quyết định số 732/QĐ-UBND ngày 8/3/2022 về việc công bố danh mục thủ tục hành chính mới ban hành; thủ tục hành chính thay thế; thủ tục hành chính bị bãi bỏ trong lĩnh vực môi trường thuộc phạm vi chức năng quản lý nhà nước của Sở Tài nguyên và Môi trường tỉnh Quảng Trị. Theo đó, các cơ quan chức năng phải cấp phép môi trường trong thời hạn 30 ngày kể từ ngày nhận được hồ sơ đầy đủ, hợp lệ; trong thời hạn 15 ngày đối với các dự án đầu tư, cơ sở không thuộc đối tượng phải vận hành thử nghiệm công trình xử lý chất thải."
27/12/2023,môi trường,"chính sách, quản lý",TP.HCM,4,Pháp luật TP.HCM,TP.HCM công bố chất lượng môi trường trên mạng.,Sở TN&MT TP.HCM vừa có báo cáo về tình hình thực hiện kế hoạch phát triển mạng lưới quan trắc chất lượng môi trường TP.HCM giai đoạn 2021-2025. Sở TN&MT đã triển khai công bố thông tin chất lượng môi trường định kỳ hằng tuần trên trang thông tin điện tử http://www.donre.hochiminhcity.gov.vn để người dân dễ dàng tiếp cận chất lượng môi trường của TP.
27/12/2023,môi trường,"kiến nghị, xử lý",Quảng Trị,4,"Tuổi trẻ, VietNamPlus",Phạt nhà máy cà phê gần 290 triệu vì xả thải ra môi trường.,"Văn phòng UBND tỉnh Quảng Trị cho hay ông Hà Sỹ Đồng - Phó Chủ tịch tỉnh - vừa ký quyết định xử phạt vi phạm hành chính với Công ty TNHH Trung Thắng Phát, có trụ sở tại thị trấn Khe Sanh, huyện Hướng Hóa. Theo đó, công ty này thuê lại nhà xưởng chế biến cà phê Khe Sanh để sản xuất gia công, chế biến cà phê. Quá trình hoạt động, công ty xả nước thải chế biến cà phê ra môi trường."
27/12/2023,môi trường,"chính sách, quản lý",Hà Nội,3,Sức khoẻ & Đời sống,Biến bãi rác thành sân chơi công viên rừng giữa Thủ đô.,"Nối tiếp thành công của việc cải tạo bãi rác thành sân chơi và vườn rừng tại phường Chương Dương, mới đây mạng lưới ""Vì một Hà Nội đáng sống"" phối hợp cùng Trung tâm hỗ trợ Phát triển Xanh và cộng đồng dân cư trên địa bàn phường Phúc Tân (quận Hoàn Kiếm, Hà Nội) đã cải tạo bãi rác trên địa bàn phường (dưới chân cầu Long Biên) thành sân chơi công viên rừng."
27/12/2023,môi trường,"thực trạng, sai phạm",Nam Định,2,Lao động,Người dân ám ảnh vì bãi rác sát khu dân cư ở Nam Định.,"hơn 2 năm nay, người dân sống gần khu vực xử lý rác thải của xã Hải Trung (huyện Hải Hậu, tỉnh Nam Định) mất ăn mất ngủ vì bãi đốt rác lộ thiên thường xuyên gây mùi hôi thối. Người dân kêu cứu, chính quyền đã vào cuộc nhưng tình trạng này vẫn chưa xử lý triệt để."
27/12/2023,môi trường,"thực trạng, sai phạm",Bắc Ninh,2,VOV,Cơ sở sản xuất bột đá không phép ngang nhiên gây ô nhiễm môi trường ở Bắc Ninh.,"trên hành lang đê Hữu Cầu (TP Bắc Ninh) hiện có 2 cơ sở hoạt động sản xuất bột đá của công ty TNHH Thương mại dịch vụ Xuân Trường Bắc Ninh và công ty TNHH Xây dựng và Thương mại Dũng Thắm.Không được cấp phép sản xuất bột đá nhưng nhiều năm qua, 2 doanh nghiệp vẫn ngang nhiên hoạt động tại khu vực đê Hữu Cầu (TP Bắc Ninh), gây ô nhiễm môi trường, ảnh hưởng đến đời sống của người dân."
27/12/2023,môi trường,"thực trạng, sai phạm",Bắc Ninh,2,Pháp luật Việt Nam,"Tình trạng ô nhiễm tại Cụm công nghiệp Phú Lâm, Bắc Ninh.","tại Cụm công nghiệp Phú Lâm (huyện Tiên Du, tỉnh Bắc Ninh), đường dẫn vào một số nhà máy hiện trong tình trạng hư hỏng nặng, tràn nước thải đen kịt kèm rác thải, hai bên đường xếp đầy nguyên vật liệu để phục vụ việc sản xuất giấy. Nước thải từ một số xưởng sản xuất xả thẳng xuống kênh dẫn nước của xã, bốc mùi hóa chất nồng nặc."
27/12/2023,địa chất - khoáng sản,"chính sách, quản lý","Hậu Giang, Cà Mau",2,Thanh niên,Hoàn thành thí điểm đoạn cao tốc đầu tiên dùng cát biển làm vật liệu xây dựng.,Ban Quản lý dự án Mỹ Thuận đã báo cáo tóm tắt tình hình thực hiện nghiên cứu thí điểm việc sử dụng cát biển làm vật liệu đắp nền đường tại dự án thành phần đoạn Hậu Giang - Cà Mau thuộc dự án xây dựng công trình đường bộ cao tốc Bắc - Nam phía Đông giai đoạn 2021 - 2025. Kết quả thí nghiệm các chỉ tiêu cơ lý của vật liệu cát biển thí điểm đắp nền đường cho thấy cát biển khai thác từ mỏ cát tại Trà Vinh có các chỉ tiêu cơ lý đáp ứng các yêu cầu đối với vật liệu đắp nền theo quy định; công tác thi công cát biển được thực hiện tương tự cát sông và đạt yêu cầu
27/12/2023,địa chất - khoáng sản,"chính sách, quản lý",Kiên Giang,4,"VOV, Lao động","Kiên Giang thiếu khoảng 1,7 triệu m3 cát san lấp cho các công trình xây dựng.","tại kỳ họp HĐND tỉnh Kiên Giang sáng 26/12, ông Lê Việt Bắc, Giám đốc Sở GTVT tỉnh Kiên Giang cho biết: Hiện nay, qua khảo sát thực tế, tỉnh Kiên Giang cần khoảng 1,7 triệu m3 cát (sông) để san lấp mặt bằng cho các công trình xây dựng trên địa bàn."
27/12/2023,địa chất - khoáng sản,"chính sách, quản lý",Kiên Giang,4,Sài Gòn Giải phóng,"Kiên Giang: Đa dạng hóa nguồn cung, đảm bảo đủ cát thi công các công trình trọng điểm.","Để đảm bảo nguồn cát cung cấp cho các công trình trọng điểm đang thi công trên địa bàn, lãnh đạo Sở GTVT tỉnh Kiên Giang cho biết, địa phương đang nỗ lực đa dạng hóa nguồn cung, trong đó có việc tham mưu cho cấp có thẩm quyền nhập cát từ Campuchia."
27/12/2023,địa chất - khoáng sản,"chính sách, quản lý",Quảng Ngãi,4,Đầu tư,Quảng Ngãi sẽ thí điểm giám sát hoạt động khai thác mỏ khoáng sản bằng công nghệ số.,"Văn phòng UBND tỉnh Quảng Ngãi vừa ra thông báo kết luận của Phó chủ tịch UBND tỉnh Trần Phước Hiền tại cuộc họp nghe Viettel Quảng Ngãi giới thiệu giải pháp giám sát hoạt động khai thác các mỏ khoáng sản. Quảng Ngãi yêu cầu các cơ quan, đơn vị liên quan chọn một mỏ cát làm vật liệu xây dựng thông thường để đề xuất UBND tỉnh xem xét thực hiện thí điểm giám sát hoạt động khai thác khoáng sản bằng ứng dụng công nghệ số."
27/12/2023,địa chất - khoáng sản,"chính sách, quản lý",Hải Phòng,4,"Dân trí,","Hải Phòng điều tra, xử lý ""đất tặc.","trước thực trạng khai thác trái phép lớp đất bề mặt ruộng canh tác trên địa bàn, ông Nguyễn Văn Viển - Phó Chủ tịch UBND huyện Thủy Nguyên (Hải Phòng) - đã chỉ đạo các xã, thị trấn vào cuộc điều tra, xử lý các trường hợp khai thác trái phép lớp đất bề mặt ruộng mang đi nơi khác."
27/12/2023,địa chất - khoáng sản,"chính sách, quản lý",Hà Nội,4,Tiền phong,"Xử lý nghiêm vi phạm trong khai thác mỏ đất, cát cho Vành đai 4.","tại buổi kiểm tra tiến độ dự án Vành đai 4 và làm việc với các bên liên quan, Bí thư Thành uỷ Hà Nội Đinh Tiến Dũng cho biết lưu ý, các cơ quan, đơn vị, địa phương phải thực hiện nghiêm các quy định mang tính đặc thù, ưu tiên cho dự án, nhất là về khai thác mỏ vật liệu cát, đất phục vụ dự án, khai thác đúng công suất, đúng vị trí, đúng điểm đi, điểm đến... tuyệt đối không để xảy ra sai sót, vi phạm pháp luật, nếu có sai sót, vi phạm, sẽ xử lý nghiêm các cá nhân, tổ chức liên quan."
27/12/2023,địa chất - khoáng sản,"chính sách, quản lý",Hà Nội,4,Tuổi trẻ,"Bí thư Hà Nội yêu cầu vận chuyển cát làm đường vành đai 4 phải 'đúng điểm đi, điểm đến'.","tại buổi kiểm tra tiến độ dự án Vành đai 4 và làm việc với các bên liên quan, Bí thư Thành uỷ Hà Nội Đinh Tiến Dũng cho biết lưu ý, các cơ quan, đơn vị, địa phương phải thực hiện nghiêm các quy định mang tính đặc thù, ưu tiên cho dự án, nhất là về khai thác mỏ vật liệu cát, đất phục vụ dự án, khai thác đúng công suất, đúng vị trí, đúng điểm đi, điểm đến... tuyệt đối không để xảy ra sai sót, vi phạm pháp luật, nếu có sai sót, vi phạm, sẽ xử lý nghiêm các cá nhân, tổ chức liên quan."
27/12/2023,địa chất - khoáng sản,"kiến nghị, xử lý",Bình Thuận,4,"Người đưa tin, Thanh niên, Đại biểu nhân dân",Bình Thuận: Khám xét cơ sở có liên quan đến chuyên án khai thác vàng.,"liên quan đến chuyên án khai thác vàng trái phép, Công an tỉnh Bình Thuận phối hợp với Công an tỉnh Lâm Đồng thực hiện lệnh khám xét một số cơ sở buôn bán hóa chất và nhà các đối tượng trong vụ việc trên. Khoảng 100 cán bộ, chiến sĩ công an đồng loạt thi hành lệnh khám xét 6 điểm trên địa bàn xã Đà Loan, huyện Đức Trọng, tỉnh Lâm Đồng."
27/12/2023,địa chất - khoáng sản,"thực trạng, sai phạm",Kon Tum,2,Sức khoẻ & Đời sống,Kon Tum lại hứng liên tiếp 2 trận động đất trong 2 phút.,"Trung tâm Báo tin Động đất và Cảnh báo Sóng thần, Viện Vật lý Địa cầu vừa phát đi thông báo động đất. Theo đó, vào lúc 12 giờ 26 phút 45 giây ngày 26/12/2023 (GMT) tức 19 giờ 26 phút 45 giây ngày 26/12/2023 giờ địa phương, trận động đất có độ lớn 2,7 độ richter, độ sâu chấn tiêu khoảng 8,1km đã xảy ra tại tọa độ: 14.825 N-108.278 E thuộc huyện Kon Plong, tỉnh Kon Tum."
28/12/2023,chung,"chính sách, quản lý",Bộ TN&MT,4,TN&MT, Hội nghị tổng kết Vụ Tổ chức cán bộ ,Bộ trưởng Bộ TN&MT Đặng Quốc Khánh tham dự
28/12/2023,chung,"chính sách, quản lý",Bộ TN&MT,4,TN&MT,Hội nghị triển khai nhiệm vụ năm 2024 của Vụ Kế hoạch – Tài chính,Bộ trưởng Bộ TN&MT Đặng Quốc Khánh tham dự
28/12/2023,chung,"chính sách, quản lý",Bộ TN&MT,4,TN&MT,Hội nghị Tổng kết Cục Kiểm soát ô nhiễm môi trường,Bộ trưởng Bộ TN&MT Đặng Quốc Khánh tham dự
28/12/2023,chung,"chính sách, quản lý",Bộ TN&MT,4,TN&MT,Thanh tra Bộ TN&MT tổng kết công tác năm 2023.,"Ngày 27/12, Thanh tra Bộ TN&MT tổng kết công tác năm 2023."
28/12/2023,chung,"chính sách, quản lý",Bộ TN&MT,4,"Quân đội nhân dân,",Thanh tra Bộ Tài nguyên và Môi trường tổng kết công tác năm 2023.,"Năm 2023, Thanh tra Bộ đã triển khai thực hiện 100% kế hoạch thanh tra, kiểm tra, trong đó đã triển khai thực hiện 19 cuộc thanh tra, kiểm tra; 4 cuộc giám sát đoàn thanh tra và đã ban hành 10 quyết định xử phạt vi phạm hành chính..."
28/12/2023,đất đai,"chính sách, quản lý",toàn quốc,4,"Lao Động, Diễn đàn doanh nghiệp",Cần có quy định cụ thể về giá khởi điểm đấu giá quyền sử dụng đất.,"Hiệp hội Bất động sản TPHCM vừa có kiến nghị về việc bổ sung quy định giá khởi điểm đấu giá quyền sử dụng là giá đất cụ thể theo quy định của dự thảo Luật Đất đai (sửa đổi). Theo đánh giá của ông Lê Hoàng Châu - Chủ tịch Hiệp hội Bất động sản TPHCM, Điều 125 Dự thảo Luật Đất đai (sửa đổi) quy định về đấu giá quyền sử dụng đất đối với đất do cơ quan, tổ chức của Nhà nước quản lý đã được Nhà nước thu hồi và hoàn thành bồi thường, hỗ trợ, tái định cư, là đất sạch đã giải phóng mặt bằng nhằm mục đích lựa chọn được nhà đầu tư trả giá cao nhất."
28/12/2023,đất đai,"chính sách, quản lý",toàn quốc,4,Thanh niên,"Định giá đất bỏ quên nhiều chi phí hợp lý,","Bộ TN-MT đang trình Chính phủ dự thảo sửa đổi, bổ sung Nghị định 44 về định giá đất. Tuy nhiên, khiến doanh nghiệp và người dân lo ngại vì sẽ đẩy giá bất động sản tăng cao."
28/12/2023,đất đai,"chính sách, quản lý",Quảng Nam,4,Xây dựng,Quảng Nam: Sẽ thu hồi hơn 5.000ha đất thực hiện dự án trong năm 2024,"Chủ tịch UBND tỉnh Quảng Nam vừa phê duyệt danh mục dự án thu hồi đất năm 2024 trên địa bàn tỉnh đã được HĐND tỉnh khóa X, Kỳ họp thứ 18 thông qua."
28/12/2023,đất đai,"chính sách, quản lý",Bạc Liêu,4,*VietNamPlus,Chủ tịch Bạc Liêu lý giải về tuyến đường 20 năm mới thông suốt GPMB,"do cơ quan tham mưu chưa quyết liệt, công tác giải phóng mặt bằng chưa bài bản dẫn tới việc 2 hộ dân không đồng tình hoàn trả mặt bằng."
28/12/2023,đất đai,"chính sách, quản lý",Bạc Liêu,4,Pháp luật TP.HCM,"Chủ tịch tỉnh Bạc Liêu: ""Đền bù công bằng, vô tư thì đâu có khiếu nại""","UBND tỉnh Bạc Liêu tổ tuyên bố đã hoàn tất việc giải phóng mặt bằng đường Võ Văn Kiệt, trả lại sự nguyên vẹn cho con đường đã 20 năm bị thắt cổ chai 2 đầu vì 2 hộ dân không chịu giao mặt bằng"
28/12/2023,đất đai,"chính sách, quản lý",TP.HCM,2,Sài Gòn Giải phóng,"Một hồ sơ sang tên nhà đất, 2 cách giải quyết trái ngược nhau.","Bà Dương Thị Hợp (số 367-367A đường Trường Chinh, phường 14, quận Tân Bình, TPHCM), phản ánh việc giải quyết hồ sơ thu đất (thửa đất 536, tờ bản đồ 37) tại xã Tân Phú Trung, huyện Củ Chi. Cùng một hồ sơ nhà đất đăng bộ sang tên, nhưng giám đốc Chi nhánh Văn phòng Đăng ký đất đai huyện Củ Chi thì “gật”, còn phó giám đốc lại “lắc”. 2 cán bộ có 2 cách giải quyết trái ngược nhau, ảnh hưởng đến quyền lợi chính đáng của người dân?"
28/12/2023,đất đai,"chính sách, quản lý",Hà Nội,4,"Dân trí, Công an nhân dân, Người lao động","Công bố thanh tra sử dụng đất đai, cấp phép xây dựng ở Hà Nội.","Đoàn thanh tra có 15 thành viên do ông Phạm Hùng làm trưởng đoàn có trách nhiệm thanh tra công tác quản lý, sử dụng đất đai trên địa bàn một số quận, huyện thuộc Hà Nội theo tinh thần Nghị quyết số 73/2019 và Nghị quyết số 116/2019 của Chính phủ; thanh tra quy hoạch và quản lý, sử dụng đất 20% làm nhà ở xã hội của Hà Nội. Thời kỳ thanh tra từ năm 2011 đến năm 2022."
28/12/2023,đất đai,"chính sách, quản lý",Đà Nẵng,4,VietNamNet,"Đà Nẵng đấu giá các khu đất lớn xây trung tâm thương mại, bãi đỗ xe","Theo đó, TP. Đà Nẵng đấu giá quyền sử dụng đất khu đất A1-14 Khu C – Khu dân cư Nam cầu Cẩm Lệ (phường Hòa Xuân, quận Cẩm Lệ) diện tích hơn 4.200m2. Khu đất này đã thực hiện xong công tác giải phóng mặt bằng, hoàn chỉnh hạ tầng kỹ thuật. Mục đích sử dụng đất là xây dựng Trung tâm thương mại và Văn phòng cho thuê."
28/12/2023,đất đai,"chính sách, quản lý",Khánh Hòa,4,Tuổi trẻ,800 hộ dân Nha Trang được cấp sổ đỏ sau 21 năm chờ đợi.,"ông Nguyễn Trường Nhật Nguyên - phó chủ tịch UBND xã Vĩnh Thái - cho biết UBND tỉnh Khánh Hòa vừa có quyết định điều chỉnh quyết định thu hồi đất để xây dựng công trình cơ sở hạ tầng khu dân cư Đất Lành (xã Vĩnh Thái, Nha Trang, Khánh Hòa). Người dân nằm ngoài khu vực bị thu hồi đất được cấp sổ đỏ."
28/12/2023,đất đai,"chính sách, quản lý",Đà Nẵng,4,"Công an nhân dân, VietNamNet","Đà Nẵng đấu giá nhiều khu ""đất vàng"" để xây trung tâm thương mại, bãi đỗ xe.","UBND TP Đà Nẵng vừa quyết định đấu giá 3 khu ""đất vàng"", tất cả đều là đất sạch (đã xong công tác giải phóng mặt bằng, hoàn chỉnh hạ tầng kỹ thuật), nằm tại vị trí đắc địa khu vực trung tâm với tổng diện tích gần 7.300m2 để xây trung tâm thương mại, văn phòng cho thuê và bãi đỗ xe."
28/12/2023,đất đai,"kiến nghị, xử lý",Tây Ninh,4,"Thanh niên,",Tây Ninh: Khởi tố bị can lừa đảo mua bán đất.,"Phòng Cảnh sát hình sự Công an tỉnh Tây Ninh đã khởi tố vụ án, khởi tố bị can đối với Phạm Tấn Phương (56 tuổi, ngụ xã Lộc Ninh, H.Dương Minh Châu, Tây Ninh) để điều tra về hành vi lừa đảo chiếm đoạt tài sản."
28/12/2023,nước,"thực trạng, sai phạm",Phú Thọ,2,Hà Nội mới,"Mực nước sông Hồng, sông Đà ở Phú Thọ xuống mức thấp kỷ lục,","khiến các hoạt động vận tải cũng như sản xuất, kinh doanh và đời sống người dân vùng hạ lưu bị ảnh hưởng nghiêm trọng."
28/12/2023,môi trường,"chính sách, quản lý",Khánh Hòa,4,Dân trí,Phản hồi về hồ sơ dự án du lịch đảo Hòn Tằm.,"ngày 27/12, thông tin từ Bộ Tài nguyên và Môi trường cho hay, Bộ này vừa trả lại hồ sơ đề nghị cấp Giấy phép môi trường đối với Dự án Khu du lịch đảo Hòn Tằm tại đảo Hòn Tằm, phường Vĩnh Nguyên, TP Nha Trang, Khánh Hòa. Văn bản thông báo việc đó do Thứ trưởng Bộ Tài nguyên và Môi trường Võ Tuấn Nhân ký. Thứ trưởng Nhân đề nghị công ty rà soát, thực hiện đăng ký môi trường theo quy định tại Điều 49 Luật Bảo vệ môi trường. Dự án Khu du lịch đảo Hòn Tằm chưa đủ cơ sở pháp lý để xem xét, thẩm định hồ sơ đề nghị cấp giấy phép môi trường."
28/12/2023,môi trường,"chính sách, quản lý",toàn quốc,4,Công Thương.,Những bước tiến quan trọng trong thực thi EPR. ,"Hoạt động thu gom, tái chế, giảm thiểu bao bì khó phân hủy đã thu hút đông đảo doanh nghiệp và sự quan tâm của cộng đồng xã hội. Việt Nam đã hình thành mạng lưới thu gom, tái chế và phong trào tái sử dụng bao bì, giảm thiểu rác thải nhựa, bao bì khó phân hủy với lực lượng nòng cốt, tiên phong là các doanh nghiệp, nhà nhập khẩu. Về phía các nhà sản xuất, nhập khẩu cũng đã có những bước tiến quan trọng để thực hiện EPR"
28/12/2023,môi trường,"chính sách, quản lý",Bắc Kạn ,4,"Môi trường & Đô thị, VietNamPlus","Công ty CP khoáng sản Bắc Kạn hơn 1,6 tỷ đồng vì vi phạm trong lĩnh vực môi trường.",Thanh tra Bộ TN&MT ban hành Quyết định số 146/QĐ-XPHC xử phạt
28/12/2023,môi trường,"chính sách, quản lý",toàn quốc,4,Pháp luật Việt Nam,Tới lúc thu phí khí thải xe cộ hay chưa?,"Về góc độ chuyên gia, cho rằng chưa nên áp dụng trong giai đoạn hiện nay ở Việt Nam."
28/12/2023,môi trường,"chính sách, quản lý",toàn quốc,4,Lao Động,"Thu phí khí thải với ôtô, xe máy, thuế chồng phí, gánh nặng lên người dân.","Theo Chủ tịch Hội Lữ hành TP Đà Nẵng, thu phí khí thải với phương tiện giao thông là việc cần hướng tới vì nó ảnh hưởng đến đời sống chung, môi trường chung, cũng như ảnh hưởng đến cam kết của chúng ta tại COP26 đạt mức thải ròng bằng 0 vào năm 2050"
28/12/2023,môi trường,"chính sách, quản lý",Quảng nam ,4,"Reatimes,"," yêu cầu rà soát, thực hiện hồ sơ môi trường đối với các dự án đầu tư tại cồn, bãi sông,",UBND tỉnh Quảng Nam vừa có công văn
28/12/2023,môi trường,"chính sách, quản lý",Đồng Nai,4,Tuổi trẻ,Khu xử lý rác thải lớn nhất Đồng Nai muốn giảm 50% khối lượng tiếp nhận.,"Công ty cổ phần dịch vụ Sonadezi (SDV) cho biết nếu tiếp tục tiếp nhận và xử lý rác sinh hoạt với công suất 1.200 tấn/ngày, các ô chôn lấp chỉ có thể vận hành đến khoảng tháng 6-7 năm 2024. Để duy trì hoạt động xử lý rác thải tại Khu xử lý rác thải Quang Trung đến khi có ô chôn lấp mới, kể từ ngày 1-1-2024, đơn vị buộc phải giảm khối lượng rác sinh hoạt tiếp nhận xử lý xuống còn 600 tấn/ngày."
28/12/2023,môi trường,"chính sách, quản lý",Hà Nội,4,Kinh tế & Đô thị,"Bảo đảm vệ sinh môi trường để người dân vui Xuân, đón Tết,","những ngày vừa qua, các đơn vị duy trì VSMT trên địa bàn TP.Hà Nội đã xây dựng kế hoạch, phương án nhằm phục vụ tốt nhất nhu cầu đi lại của người dân, bao gồm tăng cường thu gom, dọn dẹp VSMT, không để rác thải tồn đọng qua ngày,"
28/12/2023,môi trường,"chính sách, quản lý",Bắc Giang ,4,Đại đoàn kết,Rà soát toàn bộ quá trình thi công dự án sân golf Việt Yên.,"trước thông tin phản ánh về môi trường đối với hoạt động của dự án sân golf Việt Yên (Công ty cổ phần đầu tư golf Trường An làm chủ đầu tư), Sở Tài nguyên và Môi trường tỉnh Bắc Giang đã phối hợp với UBND huyện Việt Yên đã làm việc với chủ đầu tư dự án, yêu cầu chủ đầu tư"
28/12/2023,môi trường,"thực trạng, sai phạm",Hải Phòng,2,Thanh niên,"* Hải Phòng: Đơn vị thi công sân golf dọn cỏ, đổ rác xuống rừng ngập mặn.","người dân H.Cát Hải (TP.Hải Phòng) đã phản ánh về việc rừng ngập mặn phòng hộ ven biển tại xã Xuân Đám (H.Cát Hải) bị đơn vị đang thi công dự án sân golf quốc tế Xuân Đám đổ rác xuống bìa rừng, gây ô nhiễm môi trường, tiềm ẩn nguy cơ ""bức tử"" cây rừng. Về vấn đề này, Chủ tịch UBND H.Cát Hải Nguyễn Văn Mạnh cho biết, sẽ chỉ đạo UBND xã Xuân Đám kiểm tra và xử lý nghiêm đối với đơn vị hay cá nhân nào có hành vi nêu trên."
28/12/2023,môi trường,"thực trạng, sai phạm",Bắc Ninh,2,Lao Động,Một huyện Bắc Ninh ô nhiễm sát mức kịch khung.,Thực trạng ngày 28/12
